From	Entry	Reviewed	Entry Name	Protein names
RGPS1_HUMAN	Q5JS13	reviewed	RGPS1_HUMAN	Ras-specific guanine nucleotide-releasing factor RalGPS1 (Ral GEF with PH domain and SH3-binding motif 1) (Ral guanine nucleotide exchange factor 2) (RalGEF 2) (RalA exchange factor RalGPS1)
SIG10_HUMAN	Q96LC7	reviewed	SIG10_HUMAN	Sialic acid-binding Ig-like lectin 10 (Siglec-10) (Siglec-like protein 2)
ZFY27_HUMAN	Q5T4F4	reviewed	ZFY27_HUMAN	Protrudin (Spastic paraplegia 33 protein) (Zinc finger FYVE domain-containing protein 27)
THA_MOUSE	P63058	reviewed	THA_MOUSE	Thyroid hormone receptor alpha (Nuclear receptor subfamily 1 group A member 1) (c-erbA-1) (c-erbA-alpha)
TBD2A_HUMAN	Q9BYX2	reviewed	TBD2A_HUMAN	TBC1 domain family member 2A (Armus) (Prostate antigen recognized and identified by SEREX 1) (PARIS-1)
RNP4F_DROME	Q9W4D2	reviewed	RNP4F_DROME	RNA-binding protein 4F
CBPD_DROME	P42787	reviewed	CBPD_DROME	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (Protein silver)
CSKP_HUMAN	O14936	reviewed	CSKP_HUMAN	Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog)
APLP_DROME	Q9V496	reviewed	APLP_DROME	Apolipophorins (Retinoid- and fatty acid-binding glycoprotein) [Cleaved into: Apolipophorin-2 (ApoL2) (Apolipophorin II) (ApoLII); Apolipophorin-1 (ApoL1) (Apolipophorin I) (ApoLI)]
RPO2_SACS2	Q980R1	reviewed	RPO2_SACS2	DNA-directed RNA polymerase subunit Rpo2 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit B)
RS27A_RAT	P62982	reviewed	RS27A_RAT	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]
RELN_MOUSE	Q60841	reviewed	RELN_MOUSE	Reelin (EC 3.4.21.-) (Reeler protein)
RGSL1_ARATH	F4ITM1	reviewed	RGSL1_ARATH	E3 ubiquitin-protein ligase RSL1 (EC 2.3.2.31) (Protein RING FINGER OF SEED LONGEVITY 1) (RING-type E3 ubiquitin transferase RSL1)
PRC2C_HUMAN	Q9Y520	reviewed	PRC2C_HUMAN	Protein PRRC2C (BAT2 domain-containing protein 1) (HBV X-transactivated gene 2 protein) (HBV XAg-transactivated protein 2) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C)
DQB1_HUMAN	P01920	reviewed	DQB1_HUMAN	HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1)
CACO2_HUMAN	Q13137	reviewed	CACO2_HUMAN	Calcium-binding and coiled-coil domain-containing protein 2 (Antigen nuclear dot 52 kDa protein) (Nuclear domain 10 protein NDP52) (Nuclear domain 10 protein 52) (Nuclear dot protein 52)
SSU1_YEAST	P41930	reviewed	SSU1_YEAST	Sulfite efflux pump SSU1 (Sulfite sensitivity protein SSU1)
VP13B_MOUSE	Q80TY5	reviewed	VP13B_MOUSE	Intermembrane lipid transfer protein VPS13B (Cohen syndrome protein 1 homolog) (Vacuolar protein sorting-associated protein 13B)
HUWE1_HUMAN	Q7Z6Z7	reviewed	HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)
LCOR_HUMAN	Q96JN0	reviewed	LCOR_HUMAN	Ligand-dependent corepressor (LCoR) (Mblk1-related protein 2)
DZIP3_HUMAN	Q86Y13	reviewed	DZIP3_HUMAN	E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3) (RING-type E3 ubiquitin transferase DZIP3) (RNA-binding ubiquitin ligase of 138 kDa) (hRUL138)
STMP9_ARATH	Q9FIW1	reviewed	STMP9_ARATH	Secreted transmembrane peptide 9 (Peptide ARACIN 2) (Phytocytokine ARACIN2) (Mature form of ARACIN2) (mARACIN2) (Phytocytokine STMP3) (Precursor of secreted transmembrane peptide 9)
IQIP1_HUMAN	B3KU38	reviewed	IQIP1_HUMAN	IQCJ-SCHIP1 readthrough transcript protein
CLAMP_DROME	Q9V9N4	reviewed	CLAMP_DROME	Transcription factor Clamp (Chromatin-linked adapter for MSL proteins)
KOC1_ARATH	Q8RWX4	reviewed	KOC1_ARATH	Protein KINASE OF THE OUTER CHLOROPLAST MEMBRANE 1 (EC 2.7.11.1)
ZPR1_DROME	Q9W379	reviewed	ZPR1_DROME	Zinc finger protein ZPR1
CD1E_HUMAN	P15812	reviewed	CD1E_HUMAN	T-cell surface glycoprotein CD1e, membrane-associated (hCD1e) (R2G1) (CD antigen CD1e) [Cleaved into: T-cell surface glycoprotein CD1e, soluble (sCD1e)]
FDNG_ECOLI	P24183	reviewed	FDNG_ECOLI	Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.17.5.3) (Anaerobic formate dehydrogenase major subunit) (Formate dehydrogenase-N subunit alpha) (FDH-N subunit alpha)
HMCN1_MOUSE	D3YXG0	reviewed	HMCN1_MOUSE	Hemicentin-1 (Fibulin-6) (FIBL-6)
SMO_DANRE	Q5RH73	reviewed	SMO_DANRE	Protein smoothened
NOVA2_MOUSE	A0A1W2P872	reviewed	NOVA2_MOUSE	RNA-binding protein Nova-2
XIRP1_HUMAN	Q702N8	reviewed	XIRP1_HUMAN	Xin actin-binding repeat-containing protein 1 (Cardiomyopathy-associated protein 1)
MSLN_HUMAN	Q13421	reviewed	MSLN_HUMAN	Mesothelin (CAK1 antigen) (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor (MPF); Mesothelin, cleaved form]
KPYM_MOUSE	P52480	reviewed	KPYM_MOUSE	Pyruvate kinase PKM (EC 2.7.1.40) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2) (EC 2.7.11.1) (Tyrosine-protein kinase PKM2) (EC 2.7.10.2)
PKD1_MOUSE	O08852	reviewed	PKD1_MOUSE	Polycystin-1 (Autosomal dominant polycystic kidney disease 1 protein homolog)
ZA1LS_XENLA	A0A1L8HBI7	reviewed	ZA1LS_XENLA	Protein ZAR1-like 1.S (Zygote arrest protein 1-like 1.S)
KU70_DROME	Q23976	reviewed	KU70_DROME	ATP-dependent DNA helicase 2 subunit 1 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit dp70) (ATP-dependent helicase Irbp) (Inverted repeat-binding protein) (Yolk protein factor 1 subunit beta)
GNT10_ARATH	Q9C7G6	reviewed	GNT10_ARATH	GCN5-related N-acetyltransferase 10, chloroplastic (EC 2.3.1.255) (EC 2.3.1.48)
QPCT1_DROME	Q9VRQ9	reviewed	QPCT1_DROME	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase)
7B2_DROME	Q59E04	reviewed	7B2_DROME	Neuroendocrine protein 7B2
BMAL2_HUMAN	Q8WYA1	reviewed	BMAL2_HUMAN	Basic helix-loop-helix ARNT-like protein 2 (Aryl hydrocarbon receptor nuclear translocator-like protein 2) (Basic-helix-loop-helix-PAS protein MOP9) (Brain and muscle ARNT-like 2) (CYCLE-like factor) (CLIF) (Class E basic helix-loop-helix protein 6) (bHLHe6) (Member of PAS protein 9) (PAS domain-containing protein 9)
RBP2_HUMAN	P49792	reviewed	RBP2_HUMAN	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)
CT55_MOUSE	Q14BQ3	reviewed	CT55_MOUSE	Cancer/testis antigen 55
CHIP_RAT	A6HD62	reviewed	CHIP_RAT	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)
G3P_MOUSE	P16858	reviewed	G3P_MOUSE	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)
B2L11_HUMAN	O43521	reviewed	B2L11_HUMAN	Bcl-2-like protein 11 (Bcl2-L-11) (Bcl2-interacting mediator of cell death)
CO4A_HUMAN	P0C0L4	reviewed	CO4A_HUMAN	Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain]
YYAP1_HUMAN	Q9H869	reviewed	YYAP1_HUMAN	YY1-associated protein 1 (Hepatocellular carcinoma susceptibility protein) (Hepatocellular carcinoma-associated protein 2)
TRI38_MOUSE	Q5SZ99	reviewed	TRI38_MOUSE	E3 ubiquitin-protein ligase TRIM38 (EC 2.3.2.27) (E3 SUMO-protein ligase TRIM38) (EC 2.3.2.-) (Tripartite motif-containing protein 38)
MY18B_HUMAN	Q8IUG5	reviewed	MY18B_HUMAN	Unconventional myosin-XVIIIb
PARVB_HUMAN	Q9HBI1	reviewed	PARVB_HUMAN	Beta-parvin (Affixin)
GNAT4_ARATH	Q9ZV08	reviewed	GNAT4_ARATH	GCN5-related N-acetyltransferase 4, chloroplastic (EC 2.3.1.255) (EC 2.3.1.48) (N-alpha-acetyltransferase 70) (AtNAA70)
SNX3_HUMAN	O60493	reviewed	SNX3_HUMAN	Sorting nexin-3 (Protein SDP3)
DDUP_HUMAN	C0HM98	reviewed	DDUP_HUMAN	DNA damage up-regulated protein (DDUP)
LTMD1_HUMAN	Q6P1Q0	reviewed	LTMD1_HUMAN	LETM1 domain-containing protein 1 (Cervical cancer 1 proto-oncogene protein p40) (Cervical cancer proto-oncogene 2 protein) (HCCR-1) (HCRR-2)
CST10_ARATH	F4IZ80	reviewed	CST10_ARATH	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 10 (AthCYSTM10) (Protein WINDHOSE 3)
IFI27_HUMAN	P40305	reviewed	IFI27_HUMAN	Interferon alpha-inducible protein 27, mitochondrial (p27) (Interferon alpha-induced 11.5 kDa protein) (Interferon-stimulated gene 12a protein) (ISG12(a)) (ISG12A)
NOF1_ARATH	Q8H1E7	reviewed	NOF1_ARATH	Protein NUCLEOLAR FACTOR 1
ADN1A_DANRE	F1QLG5	reviewed	ADN1A_DANRE	Activity-dependent neuroprotective protein a (ADNP homeobox protein a)
ZMYD8_HUMAN	Q9ULU4	reviewed	ZMYD8_HUMAN	MYND-type zinc finger-containing chromatin reader ZMYND8 (Cutaneous T-cell lymphoma-associated antigen se14-3) (CTCL-associated antigen se14-3) (Protein kinase C-binding protein 1) (Rack7) (Transcription coregulator ZMYND8) (Zinc finger MYND domain-containing protein 8)
PTK7_HUMAN	Q13308	reviewed	PTK7_HUMAN	Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7)
JUPIT_DROME	Q9I7K0	reviewed	JUPIT_DROME	Microtubule-associated protein Jupiter
PST3_CANAL	A0A1D8PT02	reviewed	PST3_CANAL	NAD(P)H quinone oxidoreductase PST3 (EC 1.6.5.2) (Flavodoxin-like protein PST3) (FLP PST3)
S4A8_HUMAN	Q2Y0W8	reviewed	S4A8_HUMAN	Electroneutral sodium bicarbonate exchanger 1 (Electroneutral Na(+)-driven Cl-HCO3 exchanger) (Solute carrier family 4 member 8) (k-NBC3)
HIF3A_HUMAN	Q9Y2N7	reviewed	HIF3A_HUMAN	Hypoxia-inducible factor 3-alpha (HIF-3-alpha) (HIF3-alpha) (Basic-helix-loop-helix-PAS protein MOP7) (Class E basic helix-loop-helix protein 17) (bHLHe17) (HIF3-alpha-1) (Inhibitory PAS domain protein) (IPAS) (Member of PAS protein 7) (PAS domain-containing protein 7)
GPX2_MOUSE	Q9JHC0	reviewed	GPX2_MOUSE	Glutathione peroxidase 2 (GPx-2) (GSHPx-2) (EC 1.11.1.9) (Glutathione peroxidase-gastrointestinal) (GPx-GI) (GSHPx-GI) (Phospholipid hydroperoxide glutathione peroxidase GPX2) (EC 1.11.1.12)
PCLO_RAT	Q9JKS6	reviewed	PCLO_RAT	Protein piccolo (Aczonin) (Multidomain presynaptic cytomatrix protein)
PKS1_DICDI	Q55E72	reviewed	PKS1_DICDI	Probable polyketide synthase 1 (dipks1) [Includes: Polyketide synthase stlA (EC 2.3.1.-); Chalcone synthase stlA (EC 2.3.1.74) (Steely1)]
AT11C_HUMAN	Q8NB49	reviewed	AT11C_HUMAN	Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)
TFS1_SACS2	Q980K2	reviewed	TFS1_SACS2	Transcription factor S1 (TFS1) (Transcript cleavage factor TFS1)
STAR9_HUMAN	Q9P2P6	reviewed	STAR9_HUMAN	StAR-related lipid transfer protein 9 (START domain-containing protein 9) (StARD9)
PLEC_HUMAN	Q15149	reviewed	PLEC_HUMAN	Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1)
TACC1_HUMAN	O75410	reviewed	TACC1_HUMAN	Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1)
TITIN_DROME	Q9I7U4	reviewed	TITIN_DROME	Titin (D-Titin) (Kettin)
OBOX1_MOUSE	Q9D350	reviewed	OBOX1_MOUSE	Oocyte-specific homeobox protein 1
SKT_HUMAN	Q5T5P2	reviewed	SKT_HUMAN	Sickle tail protein homolog
BRDT_HUMAN	Q58F21	reviewed	BRDT_HUMAN	Bromodomain testis-specific protein (Cancer/testis antigen 9) (CT9) (RING3-like protein)
NDRG2_HUMAN	Q9UN36	reviewed	NDRG2_HUMAN	Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613)
SUF_DROME	P25991	reviewed	SUF_DROME	Protein suppressor of forked
TRXR1_MOUSE	Q9JMH6	reviewed	TRXR1_MOUSE	Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Peroxidase TXNRD1) (EC 1.11.1.2) (Thioredoxin reductase TR1)
NPM_HUMAN	P06748	reviewed	NPM_HUMAN	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)
TRXR2_HUMAN	Q9NNW7	reviewed	TRXR2_HUMAN	Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)
DESPR_RAT	D3ZGZ6	reviewed	DESPR_RAT	Dual endothelin-1/VEGF signal peptide receptor (DEspR protein) (Dual endothelin-1/VEGFsp receptor) (Dual endothelin-1/angiotensin-2 receptor) (Dear protein) (FBXW7 antisense RNA 1 homolog)
PRAM9_HUMAN	P0DUQ2	reviewed	PRAM9_HUMAN	PRAME family member 9
SEPP1_RAT	P25236	reviewed	SEPP1_RAT	Selenoprotein P (SeP) [Cleaved into: Selenoprotein Se-P10; Selenoprotein Se-P6; Selenoprotein Se-P2; Selenoprotein Se-P1]
COLD_DROME	Q9VPR7	reviewed	COLD_DROME	UPAR/Ly6 domain-containing protein cold (Protein coiled)
PIRC2_MOUSE	V9GXK1	reviewed	PIRC2_MOUSE	Piercer of microtubule wall 2 protein
TM208_DROME	A1ZA77	reviewed	TM208_DROME	Transmembrane protein 208
SYNE2_MOUSE	Q6ZWQ0	reviewed	SYNE2_MOUSE	Nesprin-2 (KASH domain-containing protein 2) (KASH2) (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2)
DCP2_YEAST	P53550	reviewed	DCP2_YEAST	m7GpppN-mRNA hydrolase (EC 3.6.1.62) (Protein PSU1) (mRNA-decapping enzyme subunit 2)
CMYA5_MOUSE	Q70KF4	reviewed	CMYA5_MOUSE	Cardiomyopathy-associated protein 5 (Heart and skeletal muscle-specific and sprouty domain-containing) (Myospryn) (Stretch-response protein 553) (Stretch-responsive fibronectin protein type 3) (TRIM-like protein)
ELP5_DROME	Q24050	reviewed	ELP5_DROME	Elongator complex protein 5
AAAT_RAT	D3ZJ25	reviewed	AAAT_RAT	Neutral amino acid transporter B(0) (ATB(0)) (ASC-like Na(+)-dependent neutral amino acid transporter ASCT2) (Insulin-activated amino acid transporter) (Sodium-dependent neutral amino acid transporter type 2)
TPS4_DICDI	Q75J90	reviewed	TPS4_DICDI	Terpene synthase 4 (EC 4.2.3.-)
MITF_MOUSE	Q08874	reviewed	MITF_MOUSE	Microphthalmia-associated transcription factor
CO7A1_HUMAN	Q02388	reviewed	CO7A1_HUMAN	Collagen alpha-1(VII) chain (Long-chain collagen) (LC collagen)
HD_HUMAN	P42858	reviewed	HD_HUMAN	Huntingtin (Huntington disease protein) (HD protein) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]
MCTP8_ARATH	Q9M2D4	reviewed	MCTP8_ARATH	Multiple C2 domain and transmembrane region protein 8
INT3_HUMAN	Q68E01	reviewed	INT3_HUMAN	Integrator complex subunit 3 (Int3) (SOSS complex subunit A) (Sensor of single-strand DNA complex subunit A) (SOSS-A) (Sensor of ssDNA subunit A)
PLCB4_HUMAN	Q15147	reviewed	PLCB4_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-4) (Phospholipase C-beta-4) (PLC-beta-4)
TRY3_HUMAN	P35030	reviewed	TRY3_HUMAN	Trypsin-3 (EC 3.4.21.4) (Brain trypsinogen) (Mesotrypsin) (Mesotrypsinogen) (Serine protease 3) (Serine protease 4) (Trypsin III) (Trypsin IV)
P5CS_HUMAN	P54886	reviewed	P5CS_HUMAN	Delta-1-pyrroline-5-carboxylate synthase (P5CS) (Aldehyde dehydrogenase family 18 member A1) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]
AP3_ARATH	P35632	reviewed	AP3_ARATH	Floral homeotic protein APETALA 3
MED23_HUMAN	Q9ULK4	reviewed	MED23_HUMAN	Mediator of RNA polymerase II transcription subunit 23 (Activator-recruited cofactor 130 kDa component) (ARC130) (Cofactor required for Sp1 transcriptional activation subunit 3) (CRSP complex subunit 3) (Mediator complex subunit 23) (Protein sur-2 homolog) (hSur-2) (Transcriptional coactivator CRSP130) (Vitamin D3 receptor-interacting protein complex 130 kDa component) (DRIP130)
ZF64B_HUMAN	Q9NTW7	reviewed	ZF64B_HUMAN	Zinc finger protein 64 (Zfp-64) (Zinc finger protein 338)
DEPD5_HUMAN	O75140	reviewed	DEPD5_HUMAN	GATOR1 complex protein DEPDC5 (DEP domain-containing protein 5)
ING5_DROME	Q9VJY8	reviewed	ING5_DROME	Inhibitor of growth protein 5 (Inhibitor of growth family member 5)
B4GT1_RAT	P80225	reviewed	B4GT1_RAT	Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1)
ATG9A_HUMAN	Q7Z3C6	reviewed	ATG9A_HUMAN	Autophagy-related protein 9A (APG9-like 1) (mATG9)
CSA6_CANAL	A0A1D8PGB8	reviewed	CSA6_CANAL	Spindle pole body protein CSA6 (Chromosomal stability protein 6) (CaCSA6)
CYB_HUMAN	P00156	reviewed	CYB_HUMAN	Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)
FA209_MOUSE	A2APA5	reviewed	FA209_MOUSE	Protein FAM209
KMT2D_MOUSE	Q6PDK2	reviewed	KMT2D_MOUSE	Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.364) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)
ZDHC9_HUMAN	Q9Y397	reviewed	ZDHC9_HUMAN	Palmitoyltransferase ZDHHC9 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 9) (DHHC-9) (DHHC9) (Zinc finger protein 379) (Zinc finger protein 380)
COIA1_MOUSE	P39061	reviewed	COIA1_MOUSE	Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)]
IF2_ECOLI	P0A705	reviewed	IF2_ECOLI	Translation initiation factor IF-2
RIP1_CANAL	A0A1D8PJX3	reviewed	RIP1_CANAL	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 7)
S39A2_MOUSE	G3X943	reviewed	S39A2_MOUSE	Zinc transporter ZIP2 (Solute carrier family 39 member 2) (Zrt- and Irt-like protein 2) (ZIP-2) (hZIP2)
TEN2_HUMAN	Q9NT68	reviewed	TEN2_HUMAN	Teneurin-2 (Ten-2) (Protein Odd Oz/ten-m homolog 2) (Tenascin-M2) (Ten-m2) (Teneurin transmembrane protein 2) [Cleaved into: Ten-2, soluble form; Ten-2 intracellular domain (Ten-2 ICD)]
FIGL2_MOUSE	J3QK54	reviewed	FIGL2_MOUSE	Fidgetin-like protein 2 (EC 3.6.4.-)
ERK1_CANAL	Q5A1D3	reviewed	ERK1_CANAL	Extracellular signal-regulated kinase 1 (ERK1) (EC 2.7.11.24) (MAP kinase 1) (MAPK 1)
NEXN_HUMAN	Q0ZGT2	reviewed	NEXN_HUMAN	Nexilin (F-actin-binding protein) (Nelin)
SKT_MOUSE	A2AQ25	reviewed	SKT_MOUSE	Sickle tail protein (Enhancer trap locus 4)
ABCAD_HUMAN	Q86UQ4	reviewed	ABCAD_HUMAN	ATP-binding cassette sub-family A member 13 (EC 7.6.2.-)
PARG_HUMAN	Q86W56	reviewed	PARG_HUMAN	Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143)
ESM4_DROME	P13095	reviewed	ESM4_DROME	Enhancer of split m4 protein (E(spl)m4)
JMJ29_ARATH	C0SV12	reviewed	JMJ29_ARATH	Lysine-specific demethylase JMJ29 (EC 1.14.11.-) (Jumonji domain-containing protein 29) (AtJMJ29) (Protein JUMONJI 29) (Lysine-specific histone demethylase JMJ29) ([histone H3]-trimethyl-L-lysine monodemethylase JMJ29)
KMT2A_MOUSE	P55200	reviewed	KMT2A_MOUSE	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]
ERG2_CANAL	A0A1D8PCB9	reviewed	ERG2_CANAL	C-8 sterol isomerase ERG2 (EC 5.-.-.-) (Ergosterol biosynthetic protein 2)
MERL_HUMAN	P35240	reviewed	MERL_HUMAN	Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomerlin) (Schwannomin)
RBP2_DROME	A0A0B4K7J2	reviewed	RBP2_DROME	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358)
S4A10_RAT	Q80ZA5	reviewed	S4A10_RAT	Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10)
TRI31_HUMAN	Q9BZY9	reviewed	TRI31_HUMAN	E3 ubiquitin-protein ligase TRIM31 (EC 2.3.2.27) (Tripartite motif-containing protein 31)
HELZ2_MOUSE	E9QAM5	reviewed	HELZ2_MOUSE	3'-5' exoribonuclease HELZ2 (EC 3.1.13.1) (ATP-dependent RNA helicase PRIC285) (EC 3.6.4.13) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1)
FLNC_HUMAN	Q14315	reviewed	FLNC_HUMAN	Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)
PIGG_HUMAN	Q5H8A4	reviewed	PIGG_HUMAN	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (GPI7 homolog) (hGPI7) (Phosphatidylinositol-glycan biosynthesis class G protein) (PIG-G)
RL26B_CANAL	A0A1D8PCQ5	reviewed	RL26B_CANAL	Large ribosomal subunit protein uL24 (60S ribosomal protein L26-B)
NSH3_ARATH	Q8RY23	reviewed	NSH3_ARATH	Nucleoside hydrolase 3 (Adenosine nucleosidase) (EC 3.2.2.7) (Inosine nucleosidase) (EC 3.2.2.2) (Purine nucleosidase) (EC 3.2.2.1)
CDK15_HUMAN	Q96Q40	reviewed	CDK15_HUMAN	Cyclin-dependent kinase 15 (EC 2.7.11.22) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein) (Cell division protein kinase 15) (Serine/threonine-protein kinase ALS2CR7) (Serine/threonine-protein kinase PFTAIRE-2)
MO2R1_HUMAN	Q8TD46	reviewed	MO2R1_HUMAN	Cell surface glycoprotein CD200 receptor 1 (CD200 cell surface glycoprotein receptor) (Cell surface glycoprotein OX2 receptor 1)
CTL2_HUMAN	Q8IWA5	reviewed	CTL2_HUMAN	Choline transporter-like protein 2 (Solute carrier family 44 member 2)
CO3A1_HUMAN	P02461	reviewed	CO3A1_HUMAN	Collagen alpha-1(III) chain
RSAD2_MOUSE	Q8CBB9	reviewed	RSAD2_MOUSE	S-adenosylmethionine-dependent nucleotide dehydratase RSAD2 (SAND) (EC 4.2.-.-) (Radical S-adenosyl methionine domain-containing protein 2) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible) (Viperin)
S22AO_RAT	Q76M99	reviewed	S22AO_RAT	Steroid transmembrane transporter SLC22A24 (Organic anion transporter 5) (rOat5) (Solute carrier family 22 member 24)
PDUT_SALTY	Q9XDM8	reviewed	PDUT_SALTY	Bacterial microcompartment shell protein PduT (Bacterial microcompartment protein homotrimer) (BMC-T) (Propanediol utilization protein PduT)
YCF54_ARATH	Q9LVM3	reviewed	YCF54_ARATH	Protein YCF54, chloroplastic (Protein LOW CHLOROPHYLL ACCUMULATION)
CIP4_HUMAN	Q15642	reviewed	CIP4_HUMAN	Cdc42-interacting protein 4 (Protein Felic) (Salt tolerant protein) (hSTP) (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10)
